species	index_ext_event	pre_sapiens	sapiens
Muntiacini_gen_et_sp_indet	2	0	0.208140242
Muntiacus_muntjak	2	12.3	0.7
Mus_cypriacus	2	0	0.125
Mus_lopadusae	0	0	0
Mus_minotaurus	2	1.15	0.026105007
Mustela_erminea	2	0	0.3323
Mustela_itatsi	2	0	0.3372
Mustela_nivalis	2	0	0.3323
Mustela_nudipes	2	0	0.329875285
Mustelercta_arzilla	0	0	0
Mydaus_marchei	2	0	0.354493343
Myotis_blythii	2	0	0.22
Myotis_capaccinii	2	3.78	0.22
Myotis_goudoti	2	0	0.02
Myotis_macrotarsus	2	0	0.157537292
Myotis_myotis	2	3.78	0.22
Myotragus_antiquus	0	0	0
Myotragus_balearicus	2	0	0.004093541
Myotragus_batei	0	0	0
Myotragus_binigausensis	0	0	0
Myotragus_kopperi	0	0	0
Mysateles_melanurus	2	0	0.05904
Mysateles_prehensilis	2	0	0.05904
Mystacina_robusta	2	0	0.002544077
Nesiotites_aff_N_ponsi	0	0	0
Nesiotites_hidalgo	0	0	0
Nesiotites_meloussae	0	0	0
Nesiotites_ponsi	0	0	0
Nesogoral_cenisae	0	0	0
Nesogoral_melonii	0	0	0
Nesogoral_sp_2	0	0	0
Nesorhinus_hayasakai	1	0.836207536	0
Nesorhinus_philippinensis	1	5.384873286	0
Nyctereutes_viverrinus	2	0	0.3372
Nycticebus_coucang	2	0	0.47
Nycticebus_javanicus	2	0	0.206323926
Nyctimene_albiventer	2	0	0.35
Nyctimene_cephalotes	2	0	0.342086121
Nyctimene_major	2	0	0.1849537
Nyctophilus_howensis	0	0	0
Nyctophilus_nebulosus	2	0	0.028
Oriensictis_nipponica	0	0	0
Oryzomys_antillarum	2	0	0.008739474
Otomops_madagascariensis	2	0	0.02
Paguma_larvata	2	0	0.328458185
Palaeoloxodon_aff_P_creutzburgi	0	0	0
Palaeoloxodon_antiquus_leonardi	0	0	0
Palaeoloxodon_creutzburgi	1	1.092695879	0
Palaeoloxodon_cypriotes	2	0	0.065499319
Palaeoloxodon_ex_gr_P_mnaidriensis	0	0	0
Palaeoloxodon_falconeri	0	0	0
Palaeoloxodon_lomolinoi	1	0.424960471	0
Palaeoloxodon_sp_Rhodes	0	0	0
Palaeoloxodon_tiliensis	0	0	0
Palaeoloxodon_xylophagou	0	0	0
Pannonictis_baroniensis	0	0	0
Panthera_tigris	2	0	0.63
Paradoxurus_hermaphroditus	2	0	0.409394718
Paradoxurus_zeylonensis	2	0	0.350842687
Pellegrinia_panormensis	0	0	0
Pennatomys_nivalis	2	0	0.02012645
Peromyscus_nesodytes	2	0	0.092190593
Petaurista_leucogenys	2	0	0.3372
Petaurista_petaurista	2	0	0.197234503
Pipistrellus_kuhlii	2	0	0.02311
Pipistrellus_maderensis	2	0	0.0153
Plagiodontia_aedium	2	0	0.06024
Plagiodontia_spelaeum	0	0	0
Plagiodontia_velozi	2	0	0.024426793
Plecotus_teneriffae	2	0	0.0153
Pongo_pygmaeus	2	1.607461103	0.7
Praemegaceros_cazioti	2	3.88866	0.062710116
Praemegaceros_sardus	1	0.839184183	0
Presbytis_femoralis	2	0	0.100879093
Prionailurus_bengalensis	2	11.41324506	0.7
Prionailurus_planiceps	2	0	0.328665002
Prolagus_figaro	0	0	0
Prolagus_sardus	2	3.88866	0.096627599
Pteropus_dasymallus	2	0	0.24
Pteropus_hypomelanus	2	0	0.187772912
Pteropus_macrotis	2	0	0.211
Pteropus_melanopogon	2	0	0.211
Pteropus_neohibernicus	2	0	0.35
Pteropus_niger	2	0	0.00312
Pteropus_rufus	2	0	0.02
Pteropus_tonganus	2	0	0.02719
Pteropus_vampyrus	2	0	0.439862017
Rattus_tiomanicus	2	0	0.650414804
Ratufa_affinis	2	0	0.45
Ratufa_bicolor	2	0	0.357752499
Rhagamys_orthodon	2	3.88866	0.096582077
Rhinolophus_blasii	2	0	0.22
Rhinolophus_creaghi	2	0	0.156199482
Rhinolophus_euryale	2	0	0.22
Rhinolophus_hipposideros	2	3.78	0.22
Rousettus_amplexicaudatus	2	0	0.342070927
Rousettus_madagascariensis	2	0	0.02
Rusa_alfredi	2	0	0.210510764
Rusa_marianna	2	6.62	0.47
Rusa_timorensis	2	12.3	0.7
Rusa_unicolor	2	0	0.63
Sardolutra_ichnusae	1	0.24521788	0
Sciurus_lis	2	0	0.3323
Solenodon_cubanus	2	0	0.05904
Solomys_ponceleti	2	0	0.28
Solomys_salebrosus	2	0	0.28
Sorex_caecutiens	2	0	0.3323
Sorex_hosonoi	2	0	0.3323
Sorex_ornatus	2	0	0.12
Sorex_shinto	2	0	0.3372
Spilocuscus_kraemeri	2	0	0.188080613
Spilocuscus_rufoniger	2	0	0.43
Spilogale_gracilis	2	0	0.12
Srilankamys_ohiensis	2	0	0.350616738
Stegodon_aurorae	0	0	0
Stegodon_florensis_florensis	1	2.374151996	0
Stegodon_florensis_insularis	1	0.174737079	0
Stegodon_luzonensis	1	5.432004832	0
Stegodon_sompoensis	0	0	0
Stegodon_sondaari	0	0	0
Stegodon_sp_B_Sulawesi	0	0	0
Stegodon_sumbaensis	1	2.444158458	0
Stegodon_timorensis	0	0	0
Stegodon_trigonocephalus	1	11.48861141	0
Suncus_murinus	2	0	0.081882668
Sundamys_muelleri	2	0	0.47
Sundasciurus_lowii	2	0	0.328941579
Sus_ahoenobarbus	2	0	0.376085587
Sus_barbatus	2	0	0.63
Sus_celebensis	2	1.485	0.455
Sus_oliveri	2	0	0.32
Sus_philippensis	2	0.402199866	0.3
Sus_sondaari	0	0	0
Sus_verrucosus	2	0	0.206172023
Talpa_tyrrhenica	1	3.858525893	0
Taphozous_melanopogon	2	0	0.33012017
Thylogale_browni	2	0	0.15965481
Thylogale_brunii	2	0	0.400113249
Trachypithecus_auratus	2	0	0.345195612
Trachypithecus_cristatus	2	10.19474382	0.7
Tragulus_kanchil	2	0	0.328439524
Tragulus_napu	2	0	0.384124991
Tupaia_minor	2	0	0.328653996
Urocyon_littoralis	2	0	0.12
Ursus_arctos	2	4	0.5
Vandeleuria_nolthenii	2	0	0.351534504
Viverra_tangalunga	2	0	0.339468969
Viverricula_indica	2	0	0.38
Vulpes_vulpes	2	0	0.3323
Xenocyon_merriami	1	0.31886999	0
Xenocyon_trinilensis	1	1.871253329	0
Xenothrix_mcgregori	2	0	0.003997041
Zygodontomys_brevicauda	2	0	0.03895
